customer_id,activity_type,timestamp,data_usage
645,Calling,2023-01-01 00:00:00,1.1275240172597538
43,Streaming,2023-01-01 00:01:00,2.9253023629074377
29,Browsing,2023-01-01 00:02:00,2.264336386390604
541,Gaming,2023-01-01 00:03:00,0.5694435419002802
650,Gaming,2023-01-01 00:04:00,0.4193899942521042
470,Gaming,2023-01-01 00:05:00,2.0644644647447024
811,Browsing,2023-01-01 00:06:00,0.2907914781450289
575,Gaming,2023-01-01 00:07:00,2.3038522283479397
585,Gaming,2023-01-01 00:08:00,0.1798982441950414
636,Calling,2023-01-01 00:09:00,1.0762807248312383
293,Browsing,2023-01-01 00:10:00,0.03418198962692298
831,Calling,2023-01-01 00:11:00,1.85069512472489
63,Streaming,2023-01-01 00:12:00,1.3448394549442402
402,Calling,2023-01-01 00:13:00,2.931730857734132
429,Calling,2023-01-01 00:14:00,1.8046480730711298
985,Calling,2023-01-01 00:15:00,1.7359230644269572
280,Calling,2023-01-01 00:16:00,1.5847485307330555
462,Calling,2023-01-01 00:17:00,2.6514835350603865
874,Calling,2023-01-01 00:18:00,0.39469728448730745
613,Calling,2023-01-01 00:19:00,1.1390773302491246
380,Browsing,2023-01-01 00:20:00,1.6117018423348197
608,Gaming,2023-01-01 00:21:00,2.0218932572241144
91,Gaming,2023-01-01 00:22:00,1.3043057205684752
148,Calling,2023-01-01 00:23:00,2.613934439322237
205,Gaming,2023-01-01 00:24:00,0.07024574856986532
575,Browsing,2023-01-01 00:25:00,2.0760990994050186
144,Streaming,2023-01-01 00:26:00,2.608891112234554
369,Calling,2023-01-01 00:27:00,1.872693727456776
28,Browsing,2023-01-01 00:28:00,1.8609563537470184
306,Calling,2023-01-01 00:29:00,1.068357484136677
748,Streaming,2023-01-01 00:30:00,0.24849627375362382
969,Browsing,2023-01-01 00:31:00,0.40984193135485514
334,Browsing,2023-01-01 00:32:00,1.3101489539738969
827,Streaming,2023-01-01 00:33:00,2.422246913600925
590,Browsing,2023-01-01 00:34:00,2.646213440829716
471,Streaming,2023-01-01 00:35:00,0.13734189913863115
305,Calling,2023-01-01 00:36:00,1.2579396045144213
271,Streaming,2023-01-01 00:37:00,1.6126057856390204
878,Browsing,2023-01-01 00:38:00,1.13245856919889
259,Streaming,2023-01-01 00:39:00,2.7926189288325745
660,Streaming,2023-01-01 00:40:00,1.3336384774493775
593,Calling,2023-01-01 00:41:00,0.7607297304526489
419,Gaming,2023-01-01 00:42:00,2.892839599306171
156,Streaming,2023-01-01 00:43:00,0.9604575543935439
219,Gaming,2023-01-01 00:44:00,1.7663929114983543
173,Gaming,2023-01-01 00:45:00,2.3145454133552894
148,Streaming,2023-01-01 00:46:00,0.12988163978274747
369,Browsing,2023-01-01 00:47:00,2.448889973481299
785,Calling,2023-01-01 00:48:00,2.285551693108268
627,Calling,2023-01-01 00:49:00,1.7230787847176505
715,Calling,2023-01-01 00:50:00,1.987251749031115
495,Browsing,2023-01-01 00:51:00,1.1698736223954134
511,Gaming,2023-01-01 00:52:00,0.8834244861128903
114,Streaming,2023-01-01 00:53:00,0.30853730936237056
23,Browsing,2023-01-01 00:54:00,1.243185630279203
963,Gaming,2023-01-01 00:55:00,2.8367404863844206
849,Browsing,2023-01-01 00:56:00,1.5858986496418597
972,Calling,2023-01-01 00:57:00,1.5805129385269323
564,Calling,2023-01-01 00:58:00,2.3409563644559284
438,Browsing,2023-01-01 00:59:00,1.5977645989276197
864,Browsing,2023-01-01 01:00:00,2.8219249697192264
696,Browsing,2023-01-01 01:01:00,2.1223788902323983
972,Gaming,2023-01-01 01:02:00,1.7566114117887244
386,Calling,2023-01-01 01:03:00,0.44667237158187945
484,Streaming,2023-01-01 01:04:00,2.725734837456021
955,Streaming,2023-01-01 01:05:00,2.0448287931623574
649,Browsing,2023-01-01 01:06:00,2.475679508244154
171,Calling,2023-01-01 01:07:00,2.8583628551812095
48,Gaming,2023-01-01 01:08:00,2.2886179067644816
618,Browsing,2023-01-01 01:09:00,2.1157792592797255
684,Gaming,2023-01-01 01:10:00,1.419926269440689
610,Browsing,2023-01-01 01:11:00,1.1827290714183514
289,Calling,2023-01-01 01:12:00,0.8107223243212343
102,Browsing,2023-01-01 01:13:00,0.8081885023502433
859,Calling,2023-01-01 01:14:00,0.4771482034452025
519,Calling,2023-01-01 01:15:00,0.12130777314403374
136,Gaming,2023-01-01 01:16:00,0.4522953766521669
601,Browsing,2023-01-01 01:17:00,1.7110708837516184
682,Streaming,2023-01-01 01:18:00,1.8856311447557645
304,Calling,2023-01-01 01:19:00,0.3160878214929337
589,Gaming,2023-01-01 01:20:00,1.876815035638484
932,Streaming,2023-01-01 01:21:00,1.2114723221484784
763,Gaming,2023-01-01 01:22:00,1.066950240674214
488,Calling,2023-01-01 01:23:00,0.15381082157247516
547,Browsing,2023-01-01 01:24:00,2.128076135760958
793,Gaming,2023-01-01 01:25:00,1.6630265752776636
602,Gaming,2023-01-01 01:26:00,2.99826214980269
505,Streaming,2023-01-01 01:27:00,2.937375919854638
560,Gaming,2023-01-01 01:28:00,1.3254817503764342
338,Browsing,2023-01-01 01:29:00,1.2373502896321278
427,Gaming,2023-01-01 01:30:00,1.553295796539682
474,Browsing,2023-01-01 01:31:00,2.8774464080952686
50,Browsing,2023-01-01 01:32:00,0.986715126205166
